Antoine Cornish 10 SNC2D1 CHV2O1 CHC2D1 PAF2OF ICS2O1 PPL2OM MFM2P1 null 
Caiden Mcfarland 12 HHS4U1 null SBI4U1 TFJ4C1 PAF4O1 SPH4U1 ICS4U1 PLF4M1 
Angharad Esquivel 11 ADA3M1 null SCH3U1 MCR3U1 AWQ3M1 BAF3M1 null null 
Abida Pittman 9 NAC1O1 ENG1L1 MFM1P1 CGC1D1 ADA1O1 BTT1O1 SNC1D1 null 
Dane Ballard 9 SNC1D1 ENG1L1 TIJ1O1 PPL1OM FSF1D1 BTT1O1 ADA1O1 null 
Tyrone Love 9 BTT1O1 ENG1L1 MFM1P1 CGC1D1 SNC1D1 TIJ1O1 PPL1OF null 
Jokubas Burton 9 TGJ1O1 ENG1L1 ADA1O1 SNC1D1 null TIJ1O1 FSF1D1 null 
Kavan Short 11 ADA3M1 SBI3U1 PPL3OM BMI3C1 null FSF3U1 ENG3U1 THJ3M1 
Fahmida Matthews 10 MFM2D1 BBI2O1 CHC2D1 PAF2OF ICS2O1 PPL2OM ENG2D1 GLC2O1 
Bjorn Lu 9 TGJ1O1 MFM1D1 TIJ1O1 PPL1OM FSF1O1 BTT1O1 ENG1L1 null 
Borys Mclean 9 NAC1O1 MFM1D1 CGC1D1 null ENG1L1 TIJ1O1 FSF1D1 null 
Sumaya Lister 9 ADA1O1 MFM1D1 TIJ1O1 PPL1OM ENG1L1 SNC1D1 NAC1O1 null 
Keiren Tanner 11 BDP3O1 ENG3C1 TEJ3M1 null AWQ3M1 CHW3M1 SPH3U1 MBF3C1 
Kimberley Walmsley 9 NAC1O1 MFM1D1 TIJ1O1 PPL1OM FSF1O1 BTT1O1 null null 
Ivan Riley 12 TEJ4M1 ENG4U1 CHY4U1 SCH4U1 BAT4M1 HHS4C1 IDC4U1 AWQ4M1 
Lennox Martinez 11 MCR3U1 TDJ3M1 PPL3OM ENG3U1 ICS3U1 BMI3C1 null CHW3M1 
Janine Knowles 10 SNC2D1 BBI2O1 ENG2D1 PAF2OF TDJ2O1 PPL2OM MFM2D1 null 
Kyron Penn 9 CGC1D1 ADA1O1 TIJ1O1 PPL1OM FSF1O1 BTT1O1 SNC1D1 null 
Georgiana Bowler 10 ENG2P1 BBI2O1 CHC2D1 PAF2OF TDJ2O1 ADA2O1 CHV2O1 PPL2OM 
Atlas Vaughn 9 TGJ1O1 ADA1O1 CGC1D1 null PPL1OF TIJ1O1 BTT1O1 null 
Tomi Sandoval 9 TGJ1O1 MFM1D1 TIJ1O1 null CGC1D1 null NAC1O1 null 
Rochelle Norman 12 PAF4O1 TEJ4M1 CHY4U1 MHF4U1 MAP4C1 HHS4C1 ICS4U1 TDJ4M1 
Farzana Wilson 9 SNC1D1 MFM1D1 TIJ1O1 PPL1OM ENG1D1 null BTT1O1 null 
Heath Hyde 10 SNC2D1 PPL2OM null ADA2O1 TDJ2O1 FSF2D1 MFM2D1 GLC2O1 
Blair Rowland 12 BAT4M1 CHY4U1 HHS4C1 MHF4U1 TGJ4M1 SPH4U1 ICS4U1 ADA4M1 
Jadine Mcknight 11 BAF3M1 ENG3C1 TFJ3C1 THJ3M1 AWQ3M1 MBF3C1 SPH3U1 ADA3M1 
Iqra Allan 12 TEJ4M1 ENG4U1 SBI4U1 TFJ4C1 CLN4U1 AWQ4M1 null PLF4M1 
Trinity Pena 9 NAC1O1 TGJ1O1 TIJ1O1 PPL1OM CGC1D1 null SNC1D1 null 
Jodie Ward 11 ADA3M1 SBI3U1 TFJ3C1 ENG3U1 ICS3U1 MCR3U1 THJ3M1 CHW3M1 
Yassin Barlow 9 SNC1D1 MFM1D1 ADA1O1 PPL1OM TGJ1O1 TIJ1O1 BTT1O1 null 
Hibba Reynolds 12 PAF4O1 HHS4U1 CHY4U1 SBI4U1 CLN4U1 SPH4U1 MDM4U1 TDJ4M1 
Alishia Mohamed 11 null null SCH3U1 HSP3U1 AWQ3M1 CHW3M1 THJ3M1 BDP3O1 
Emillie Thornton 12 PAF4O1 TFJ4C1 null CLN4U1 TGJ4M1 ENG4U1 IDC4U1 PLF4M1 
Kiki Seymour 12 CLN4U1 AWD4M1 null MHF4U1 TGJ4M1 SPH4U1 TFJ4C1 ADA4M1 
Craig Donald 9 TGJ1O1 ENG1L1 TIJ1O1 null null CGC1D1 FSF1D1 null 
Lulu Castillo 9 NAC1O1 ENG1L1 ADA1O1 PPL1OM FSF1O1 MFM1P1 BTT1O1 null 
Mikaela Emery 10 BBI2O1 MFM2P1 CHC2D1 ADA2O1 CHV2O1 PPL2OM null GLC2O1 
Blaine Finney 11 ADA3M1 SBI3U1 TDJ3M1 ENG3U1 null CHW3M1 SCH3U1 MBF3C1 
Mcauley Church 11 ENG3C1 MBF3C1 SCH3U1 HSP3U1 null CHW3M1 SPH3U1 TFJ3C1 
Joann Davie 9 CGC1D1 ENG1L1 MFM1P1 PPL1OM FSF1O1 ADA1O1 BTT1O1 null 
Karishma Ruiz 9 SNC1D1 ADA1O1 TIJ1O1 null ENG1L1 null PPL1OF null 
Angel Bush 9 TGJ1O1 NAC1O1 PPL1OF null FSF1D1 null BTT1O1 null 
Sammy Hooper 11 TEJ3M1 ENG3C1 PPL3OM HSP3U1 AWQ3M1 MCR3U1 SCH3U1 BDP3O1 
Nojus Correa 10 MFM2D1 CHV2O1 null ADA2O1 TDJ2O1 PPL2OM CHC2D1 ICS2O1 
Rahma Greaves 9 SNC1D1 ENG1L1 ADA1O1 PPL1OM null CGC1D1 BTT1O1 null 
Adrian Booker 10 ICS2O1 CHV2O1 null PAF2OF null ENG2P1 MFM2P1 SNC2D1 
Una Macias 11 TEJ3M1 ADA3M1 SCH3U1 null TFJ3C1 ICS3U1 SPH3U1 MBF3C1 
Mylah Bain 12 PAF4O1 TEJ4M1 MAP4C1 TFJ4C1 CLN4U1 SPH4U1 IDC4U1 TDJ4M1 
Sonia Hoffman 9 SNC1D1 ENG1L1 ADA1O1 TGJ1O1 FSF1D1 CGC1D1 NAC1O1 null 
Harley Whitney 10 SNC2D1 BBI2O1 CHV2O1 PAF2OF ICS2O1 ADA2O1 CHC2D1 null 
Kalum Estrada 10 ICS2O1 BBI2O1 SNC2P1 PAF2OF MFM2D1 ENG2P1 CHC2D1 GLC2O1 
Luisa Barrett 10 CHV2O1 BBI2O1 SNC2P1 ADA2O1 TDJ2O1 FSF2D1 PPL2OM GLC2O1 
Mischa Benjamin 9 SNC1D1 NAC1O1 ADA1O1 PPL1OM ENG1D1 TGJ1O1 BTT1O1 null 
Idris Esparza 10 MFM2D1 CHV2O1 ENG2D1 ADA2O1 SNC2P1 PAF2OF null PPL2OM 
Anastasia Marshall 10 ENG2P1 MFM2P1 null CHV2O1 TDJ2O1 FSF2D1 BBI2O1 PPL2OM 
Natalia Hatfield 11 BDP3O1 SCH3U1 TEJ3M1 BMI3C1 ICS3U1 TFJ3C1 THJ3M1 MBF3C1 
Aiesha Woodcock 9 SNC1D1 ENG1L1 ADA1O1 null FSF1O1 MFM1P1 TGJ1O1 null 
Rehan Atkinson 9 NAC1O1 ENG1L1 ADA1O1 null FSF1O1 MFM1P1 PPL1OF null 
Jozef Mcgee 12 MAP4C1 AWQ4M1 CHY4U1 TFJ4C1 CLN4U1 SPH4U1 MDM4U1 TDJ4M1 
Harvey-Lee Lawrence 9 NAC1O1 MFM1D1 TIJ1O1 TGJ1O1 ENG1L1 null SNC1D1 null 
Jerry Roche 10 PPL2OM CHV2O1 null ENG2P1 TDJ2O1 FSF2D1 CHC2D1 GLC2O1 
Darcie-Mae Mccann 12 ENG4U1 TFJ4C1 CHY4U1 SCH4U1 CLN4U1 SPH4U1 MHF4U1 TDJ4M1 
Carol Dunlap 9 CGC1D1 ENG1L1 TIJ1O1 BTT1O1 FSF1O1 MFM1P1 SNC1D1 null 
Aoife Hughes 10 ICS2O1 BBI2O1 ENG2D1 SNC2P1 TDJ2O1 FSF2D1 PPL2OM GLC2O1 
Billy-Joe Burn 10 MFM2D1 FSF2D1 SNC2P1 CHV2O1 TDJ2O1 PAF2OF null GLC2O1 
Rhiannan Gill 10 PPL2OM BBI2O1 SNC2P1 CHV2O1 TDJ2O1 PAF2OF CHC2D1 FSF2D1 
Benito Rogers 12 ENG4U1 MDM4U1 HHS4C1 SCH4U1 null SPH4U1 ICS4U1 CHY4U1 
Myron Connor 11 ENG3C1 BMI3C1 SCH3U1 MCR3U1 THJ3M1 FSF3U1 SPH3U1 BDP3O1 
Jeffery Cantrell 12 PAF4O1 AWQ4M1 SCH4U1 MHF4U1 CLN4U1 HHS4C1 null TDJ4M1 
Dawson Villanueva 9 TGJ1O1 MFM1D1 ADA1O1 PPL1OM ENG1D1 TIJ1O1 BTT1O1 null 
Usama Castaneda 9 NAC1O1 TGJ1O1 TIJ1O1 null ENG1L1 null PPL1OF null 
Gabrielle Mcdermott 12 BAT4M1 TDJ4M1 TEJ4M1 SCH4U1 TGJ4M1 SPH4U1 null PLF4M1 
Ellisha Bates 12 TEJ4M1 MDM4U1 ENG4U1 TFJ4C1 PAF4O1 HHS4U1 ICS4U1 TDJ4M1 
Yousif Porter 10 SNC2D1 MFM2P1 null BBI2O1 TDJ2O1 FSF2D1 CHC2D1 PPL2OM 
Clifford Hayes 12 HHS4U1 MDM4U1 AWQ4M1 TFJ4C1 BAT4M1 SPH4U1 IDC4U1 null 
Zeynep Milner 9 NAC1O1 CGC1D1 ADA1O1 MFM1P1 ENG1D1 TIJ1O1 BTT1O1 null 
Mackenzie Glover 10 ICS2O1 PPL2OM null ADA2O1 ENG2P1 PAF2OF CHC2D1 GLC2O1 
Sarina Pierce 10 SNC2D1 null null CHV2O1 TDJ2O1 PAF2OF CHC2D1 ICS2O1 
Eliana Chaney 11 ADA3M1 SBI3U1 SCH3U1 BMI3C1 ICS3U1 ENG3U1 TEJ3M1 HSP3U1 
Ivor Wickens 11 ADA3M1 TDJ3M1 SCH3U1 HSP3U1 SBI3U1 FSF3U1 THJ3M1 MBF3C1 
Enoch Berg 11 ENG3C1 SBI3U1 SCH3U1 BMI3C1 ICS3U1 CHW3M1 TFJ3C1 ADA3M1 
Karter Field 9 SNC1D1 MFM1D1 TIJ1O1 PPL1OM TGJ1O1 null NAC1O1 null 
Naomi Hubbard 10 SNC2D1 MFM2P1 FSF2D1 CHV2O1 TDJ2O1 PAF2OF CHC2D1 GLC2O1 
Qasim Talbot 10 SNC2D1 GLC2O1 null ADA2O1 ENG2P1 PAF2OF null PPL2OM 
Vivien Khan 11 BAF3M1 SBI3U1 MCR3U1 THJ3M1 HSP3U1 ENG3U1 null TFJ3C1 
Owain Rawlings 9 TGJ1O1 ADA1O1 MFM1D1 PPL1OM FSF1O1 CGC1D1 NAC1O1 null 
Trevor Hackett 11 ADA3M1 SBI3U1 SCH3U1 ENG3U1 AWQ3M1 PPL3OM SPH3U1 TFJ3C1 
Manav Laing 10 ICS2O1 BBI2O1 MFM2D1 ADA2O1 null PAF2OF CHC2D1 GLC2O1 
Harvie Lindsey 9 CGC1D1 ENG1L1 TGJ1O1 null FSF1D1 MFM1P1 SNC1D1 null 
Saffa Yu 11 SBI3U1 BMI3C1 TGJ3M1 THJ3M1 AWQ3M1 CHW3M1 null TFJ3C1 
Nazia Townsend 10 SNC2D1 MFM2P1 ENG2D1 CHV2O1 TDJ2O1 FSF2D1 CHC2D1 GLC2O1 
David Faulkner 12 SCH4U1 AWQ4M1 AWD4M1 TFJ4C1 TGJ4M1 ENG4U1 IDC4U1 MHF4U1 
Ariah Frost 12 ICS4U1 TFJ4C1 CHY4U1 PLF4M1 ADA4M1 SPH4U1 IDC4U1 TDJ4M1 
Kaylen Mathis 10 ICS2O1 BBI2O1 ENG2D1 CHV2O1 TDJ2O1 FSF2D1 CHC2D1 GLC2O1 
Beauden Gunn 9 SNC1D1 CGC1D1 MFM1P1 null ENG1D1 TIJ1O1 FSF1D1 null 
Linzi Thornton 9 NAC1O1 SNC1D1 TIJ1O1 null ENG1L1 MFM1P1 BTT1O1 null 
Kamran Rollins 11 ADA3M1 MCR3U1 SCH3U1 ICS3U1 BAF3M1 FSF3U1 SPH3U1 null 
Erik Sloan 10 BBI2O1 MFM2P1 SNC2P1 ADA2O1 TDJ2O1 ENG2P1 CHC2D1 PPL2OM 
Rumaysa Ayala 11 ICS3U1 TDJ3M1 SCH3U1 ENG3U1 HSP3U1 TGJ3M1 null null 
Waqas Mcguire 12 PAF4O1 MDM4U1 MAP4C1 ENG4U1 CLN4U1 CHY4U1 IDC4U1 ADA4M1 
Finnley Woodcock 10 MFM2D1 BBI2O1 SNC2P1 CHV2O1 PAF2OF FSF2D1 GLC2O1 PPL2OM 
Norman Shah 9 CGC1D1 TGJ1O1 MFM1P1 null FSF1D1 null SNC1D1 null 
Ela Howarth 9 NAC1O1 PPL1OF SNC1D1 null ENG1L1 TIJ1O1 TGJ1O1 null 
Fred Orr 9 NAC1O1 TGJ1O1 MFM1P1 null BTT1O1 TIJ1O1 SNC1D1 null 
Mack Ventura 11 ADA3M1 SCH3U1 PPL3OM THJ3M1 null TFJ3C1 SPH3U1 MBF3C1 
Franklin Ramsey 11 BAF3M1 ADA3M1 TDJ3M1 MCR3U1 ICS3U1 CHW3M1 null MBF3C1 
Kya Penn 12 TEJ4M1 AWD4M1 SBI4U1 TFJ4C1 ICS4U1 AWQ4M1 PAF4O1 PLF4M1 
Wesley Hogg 9 CGC1D1 MFM1D1 null null FSF1O1 TIJ1O1 PPL1OF null 
Frederic Mueller 11 CHW3M1 TDJ3M1 TGJ3M1 ENG3U1 PPL3OM FSF3U1 MCR3U1 TFJ3C1 
Andre Talley 12 BAT4M1 AWQ4M1 MAP4C1 TFJ4C1 MHF4U1 CLN4U1 PAF4O1 TDJ4M1 
Zaid Mohammed 9 CGC1D1 TGJ1O1 null PPL1OM FSF1O1 TIJ1O1 BTT1O1 null 
Gloria Dodson 12 HHS4U1 AWD4M1 ICS4U1 null TGJ4M1 SPH4U1 IDC4U1 PLF4M1 
Jacob Porter 12 MAP4C1 AWQ4M1 AWD4M1 SCH4U1 MHF4U1 HHS4C1 MDM4U1 TEJ4M1 
Samah Johnson 11 BAF3M1 TEJ3M1 SCH3U1 BMI3C1 AWQ3M1 TGJ3M1 null ENG3C1 
Pollyanna Mcfadden 12 PAF4O1 AWQ4M1 CHY4U1 SCH4U1 SPH4U1 HHS4C1 MDM4U1 ENG4U1 
Alfie Beech 10 PPL2OM MFM2P1 SNC2P1 ADA2O1 CHV2O1 FSF2D1 null GLC2O1 
Faisal Donald 12 MDM4U1 AWD4M1 ADA4M1 null SPH4U1 HHS4U1 IDC4U1 TDJ4M1 
Amira Schmidt 12 SBI4U1 AWQ4M1 CHY4U1 SCH4U1 CLN4U1 HHS4C1 IDC4U1 null 
Haley Mccartney 9 NAC1O1 ADA1O1 null null FSF1D1 BTT1O1 PPL1OF null 
Sultan Chung 11 BAF3M1 SBI3U1 PPL3OM HSP3U1 AWQ3M1 MCR3U1 THJ3M1 SPH3U1 
April Hartley 12 SBI4U1 ENG4U1 MAP4C1 MHF4U1 BAT4M1 PLF4M1 PAF4O1 ADA4M1 
Odin Munoz 9 TGJ1O1 ENG1L1 BTT1O1 PPL1OM FSF1D1 TIJ1O1 NAC1O1 null 
Amy Kane 11 BAF3M1 TDJ3M1 SCH3U1 FSF3U1 ICS3U1 TGJ3M1 null ADA3M1 
Abbigail Church 9 SNC1D1 MFM1D1 null null FSF1O1 TIJ1O1 ENG1L1 null 
Angelo Williamson 10 BBI2O1 MFM2P1 SNC2D1 CHV2O1 ICS2O1 PAF2OF PPL2OM GLC2O1 
Humza Salt 10 SNC2D1 null ADA2O1 CHV2O1 TDJ2O1 FSF2D1 MFM2D1 PPL2OM 
Macauly Goodwin 11 SPH3U1 TDJ3M1 TFJ3C1 null PPL3OM CHW3M1 TEJ3M1 MBF3C1 
Amirah Bonner 11 ADA3M1 null TFJ3C1 BMI3C1 HSP3U1 CHW3M1 BAF3M1 BDP3O1 
Miller Ho 12 ICS4U1 SPH4U1 MAP4C1 MHF4U1 CLN4U1 null IDC4U1 TGJ4M1 
Macauley Beard 12 ENG4U1 AWQ4M1 MAP4C1 MHF4U1 TGJ4M1 null IDC4U1 null 
Ismail Braun 11 ENG3C1 SBI3U1 TEJ3M1 MCR3U1 ICS3U1 TGJ3M1 null BMI3C1 
Frazer Costa 9 CGC1D1 ENG1L1 MFM1P1 NAC1O1 FSF1O1 null BTT1O1 null 
Cataleya Bateman 12 TEJ4M1 AWD4M1 null MHF4U1 SPH4U1 HHS4U1 IDC4U1 TDJ4M1 
Charlton Singh 11 MBF3C1 FSF3U1 PPL3OM BMI3C1 TGJ3M1 MCR3U1 THJ3M1 TFJ3C1 
Mikael Blackmore 9 NAC1O1 CGC1D1 MFM1P1 TGJ1O1 ENG1D1 null BTT1O1 null 
Menna Esquivel 9 SNC1D1 ENG1L1 TGJ1O1 null null FSF1O1 NAC1O1 null 
Paul Blaese 10 ICS2O1 MFM2P1 ENG2P1 ADA2O1 GLC2O1 FSF2D1 CHC2D1 PPL2OM 
Willow Hirst 12 PAF4O1 AWD4M1 AWQ4M1 TFJ4C1 TGJ4M1 HHS4C1 IDC4U1 TDJ4M1 
Rufus Sutton 12 TEJ4M1 SPH4U1 CHY4U1 TFJ4C1 BAT4M1 HHS4C1 PAF4O1 null 
Virgil Copeland 9 NAC1O1 ADA1O1 MFM1P1 null FSF1O1 SNC1D1 BTT1O1 null 
Nick Haworth 11 ENG3C1 null BAF3M1 BMI3C1 AWQ3M1 FSF3U1 null ADA3M1 
Emmeline Fenton 11 CHW3M1 null PPL3OM SPH3U1 AWQ3M1 FSF3U1 null BDP3O1 
Jaya Stanton 11 ADA3M1 SBI3U1 TGJ3M1 BMI3C1 ICS3U1 FSF3U1 ENG3C1 SPH3U1 
Taha Deleon 10 BBI2O1 null ICS2O1 ADA2O1 PPL2OM FSF2D1 CHC2D1 GLC2O1 
Muna Herbert 9 FSF1O1 ENG1L1 null null null TGJ1O1 PPL1OF null 
Cali Tapia 10 ICS2O1 MFM2P1 PAF2OF CHV2O1 null ADA2O1 CHC2D1 GLC2O1 
Menaal Mcpherson 10 SNC2D1 MFM2P1 null CHV2O1 TDJ2O1 ADA2O1 null GLC2O1 
Tai O'Moore 10 SNC2D1 MFM2P1 ENG2D1 null PAF2OF ADA2O1 null GLC2O1 
Sharon Floyd 9 CGC1D1 ADA1O1 MFM1P1 null SNC1D1 TIJ1O1 NAC1O1 null 
Safiyyah Hoover 11 MCR3U1 BMI3C1 ENG3U1 THJ3M1 SBI3U1 ICS3U1 null TFJ3C1 
Chloe-Louise Monroe 12 HHS4U1 MDM4U1 SBI4U1 TFJ4C1 ADA4M1 null ICS4U1 TDJ4M1 
Neve Herman 10 ICS2O1 null null null TDJ2O1 ADA2O1 PPL2OM GLC2O1 
Adelaide Wilks 9 ENG1D1 ADA1O1 PPL1OF null FSF1D1 TIJ1O1 NAC1O1 null 
Jannat Barron 9 SNC1D1 null CGC1D1 null NAC1O1 TIJ1O1 BTT1O1 null 
Stella Zuniga 12 BAT4M1 ENG4U1 TEJ4M1 MHF4U1 null MDM4U1 ICS4U1 ADA4M1 
Ryley Bell 10 BBI2O1 MFM2P1 ENG2D1 SNC2P1 CHV2O1 ADA2O1 CHC2D1 PPL2OM 
Akshay Head 9 SNC1D1 ADA1O1 MFM1P1 null ENG1D1 null NAC1O1 null 
Arabella Hollis 10 BBI2O1 null ENG2D1 null TDJ2O1 FSF2D1 CHC2D1 PPL2OM 
Christina Robles 9 CGC1D1 ENG1L1 null null null TIJ1O1 SNC1D1 null 
Cecil Rees 12 HHS4U1 PAF4O1 MDM4U1 MHF4U1 null CHY4U1 IDC4U1 ADA4M1 
Nela Wilkerson 12 HHS4U1 ENG4U1 SBI4U1 PLF4M1 SPH4U1 MDM4U1 TGJ4M1 null 
Ayoub Hunter 9 CGC1D1 FSF1O1 MFM1P1 null ENG1D1 null NAC1O1 null 
Kimberly Philip 12 TEJ4M1 AWQ4M1 SCH4U1 PLF4M1 MHF4U1 SBI4U1 IDC4U1 ADA4M1 
Kenzie Greaves 10 SNC2D1 MFM2P1 ENG2D1 null ICS2O1 ADA2O1 null PPL2OM 
Iyla Francis 10 BBI2O1 ENG2D1 SNC2P1 CHV2O1 TDJ2O1 ADA2O1 CHC2D1 PPL2OM 
Cloe Mann 12 PAF4O1 ENG4U1 AWD4M1 TFJ4C1 CLN4U1 MHF4U1 IDC4U1 null 
Ayrton Myers 9 CGC1D1 PPL1OF MFM1P1 null TGJ1O1 null SNC1D1 null 
Emil Richmond 12 BAT4M1 TFJ4C1 AWD4M1 null null IDC4U1 MDM4U1 ADA4M1 
Skye Mcnally 11 BAF3M1 SCH3U1 TGJ3M1 HSP3U1 MBF3C1 FSF3U1 null TFJ3C1 
Zachary Stevens 11 BAF3M1 null SCH3U1 BMI3C1 SBI3U1 CHW3M1 HSP3U1 MBF3C1 
Whitney Larsen 9 TGJ1O1 null MFM1P1 null ENG1D1 null TIJ1O1 null 
Kaydee Neville 12 SBI4U1 ENG4U1 null SCH4U1 PLF4M1 HHS4C1 PAF4O1 null 
Shayan Payne 9 TGJ1O1 ADA1O1 CGC1D1 null PPL1OF TIJ1O1 BTT1O1 null 
Hawa Bullock 9 CGC1D1 NAC1O1 null null ENG1D1 null PPL1OF null 
Kyran Wilkes 12 SBI4U1 TFJ4C1 CHY4U1 ENG4U1 TGJ4M1 HHS4C1 PAF4O1 null 
Charlie Reeve 10 MFM2D1 null SNC2P1 ADA2O1 FSF2D1 PAF2OF CHC2D1 PPL2OM 
Jaheim Villalobos 12 AWQ4M1 TFJ4C1 MAP4C1 PLF4M1 CLN4U1 IDC4U1 ICS4U1 null 
Julia Akhtar 9 NAC1O1 PPL1OF null null ENG1L1 null FSF1D1 null 
Sallie Wade 11 BMI3C1 TDJ3M1 MCR3U1 FSF3U1 SBI3U1 ICS3U1 AWQ3M1 null 
Stefania Solis 9 CGC1D1 MFM1D1 null null ENG1L1 null ADA1O1 null 
Zacharias Fuentes 12 TGJ4M1 AWD4M1 null PLF4M1 CLN4U1 HHS4C1 PAF4O1 null 
Tonya Mccarty 12 TGJ4M1 MDM4U1 AWD4M1 SCH4U1 CLN4U1 null null ADA4M1 
Cleo Cervantes 9 TIJ1O1 MFM1D1 null null ENG1L1 null NAC1O1 null 
Billy-Joe Pruitt 10 ICS2O1 MFM2P1 null CHV2O1 null BBI2O1 CHC2D1 SNC2D1 
Anum Hastings 9 PPL1OM ADA1O1 null null ENG1D1 null TGJ1O1 null 
Nimra Steadman 10 SNC2D1 null ADA2O1 CHC2D1 ICS2O1 FSF2D1 MFM2D1 null 
Ned Kenny 11 ADA3M1 PPL3OM TGJ3M1 ENG3C1 BAF3M1 CHW3M1 AWQ3M1 null 
Stephen Collier 9 CGC1D1 ADA1O1 null null MFM1D1 null TIJ1O1 null 
Keeleigh Campos 11 ADA3M1 BMI3C1 PPL3OM MCR3U1 SBI3U1 CHW3M1 AWQ3M1 MBF3C1 
Zakariah Kelley 9 CGC1D1 NAC1O1 null null ENG1D1 null FSF1D1 null 
Dion Storey 12 SBI4U1 ENG4U1 TEJ4M1 PLF4M1 MHF4U1 CLN4U1 null null 
Suraj Downes 11 TEJ3M1 TDJ3M1 ADA3M1 BMI3C1 SBI3U1 null THJ3M1 TFJ3C1 
Fabio Singh 10 ICS2O1 null SNC2P1 CHV2O1 GLC2O1 ADA2O1 CHC2D1 PPL2OM 
Shanon Macdonald 11 PPL3OM null SCH3U1 ENG3U1 ICS3U1 MCR3U1 null SPH3U1 
Elsa Jefferson 9 SNC1D1 MFM1D1 null null null null FSF1D1 null 
Ruairidh Levine 10 GLC2O1 MFM2P1 null CHV2O1 null FSF2D1 CHC2D1 TDJ2O1 
Sufyan Salter 12 SBI4U1 AWQ4M1 TDJ4M1 SCH4U1 SPH4U1 HHS4C1 ICS4U1 ADA4M1 
Axel Barker 9 PPL1OM ADA1O1 MFM1P1 null ENG1L1 null NAC1O1 null 
Berat Ramsey 11 HSP3U1 BMI3C1 TEJ3M1 MBF3C1 ICS3U1 null null TFJ3C1 
Mahi Forbes 10 PAF2OF null SNC2P1 CHV2O1 ICS2O1 ADA2O1 MFM2D1 PPL2OM 
Greg Hampton 12 SBI4U1 ENG4U1 TEJ4M1 MHF4U1 SPH4U1 HHS4C1 null ADA4M1 
Zakariyya Macleod 9 CGC1D1 ADA1O1 MFM1P1 null ENG1L1 null SNC1D1 null 
Sanjeev Lowery 11 ENG3C1 CHW3M1 TFJ3C1 FSF3U1 ICS3U1 TGJ3M1 null BDP3O1 
Megan Wilcox 10 GLC2O1 null ENG2D1 SNC2P1 ICS2O1 ADA2O1 CHV2O1 PPL2OM 
Thiago Beil 11 ADA3M1 null SCH3U1 HSP3U1 MCR3U1 CHW3M1 SBI3U1 BDP3O1 
Harmony Matthews 12 BAT4M1 AWD4M1 TFJ4C1 MHF4U1 null HHS4C1 ICS4U1 null 
Jonny Bush 10 MFM2D1 null null CHV2O1 ICS2O1 BBI2O1 null PPL2OM 
Duane Scott 11 BDP3O1 ADA3M1 TGJ3M1 MCR3U1 ICS3U1 FSF3U1 null SPH3U1 
Olivia-Grace Derrick 11 ICS3U1 null SCH3U1 FSF3U1 SBI3U1 CHW3M1 TGJ3M1 TFJ3C1 
Alby Boyle 9 TIJ1O1 ADA1O1 MFM1P1 null null null NAC1O1 null 
Leja Buxton 9 CGC1D1 PPL1OM null null null null NAC1O1 null 
Joseff Finnegan 11 ENG3C1 null ADA3M1 BMI3C1 HSP3U1 TGJ3M1 null SBI3U1 
Amrit Petty 9 CGC1D1 SNC1D1 MFM1P1 null FSF1D1 null NAC1O1 null 
Elana Hawkins 12 BAT4M1 ENG4U1 HHS4U1 PLF4M1 null IDC4U1 null null 
Caspian Mackenzie 10 BBI2O1 null null null GLC2O1 ENG2P1 MFM2D1 PPL2OM 
Eve Gentry 12 TEJ4M1 AWD4M1 SBI4U1 CLN4U1 BAT4M1 MAP4C1 null null 
Joy Marsden 9 TGJ1O1 ADA1O1 null null ENG1L1 null PPL1OF null 
Leigh Little 11 null SBI3U1 TGJ3M1 MBF3C1 AWQ3M1 ICS3U1 null SPH3U1 
Kelise Chadwick 9 BTT1O1 MFM1D1 null null ENG1L1 null SNC1D1 null 
Harrison Hughes 9 CGC1D1 ADA1O1 null null null null FSF1D1 null 
Nimra Lang 12 TGJ4M1 AWQ4M1 TFJ4C1 ENG4U1 BAT4M1 HHS4C1 PAF4O1 null 
Kathleen Huff 12 SBI4U1 TFJ4C1 TEJ4M1 CLN4U1 SPH4U1 HHS4U1 null null 
Avneet Ratliff 9 ENG1D1 MFM1D1 null null NAC1O1 null TIJ1O1 null 
Ray Cortes 12 PAF4O1 AWD4M1 CHY4U1 PLF4M1 MHF4U1 TGJ4M1 SPH4U1 null 
Roxie Santana 11 TEJ3M1 null SCH3U1 BMI3C1 TFJ3C1 SPH3U1 SBI3U1 MBF3C1 
Mallory Burt 12 MAP4C1 TFJ4C1 ADA4M1 CLN4U1 MHF4U1 TEJ4M1 PLF4M1 null 
Keavy Gilbert 9 CGC1D1 TGJ1O1 null null ENG1L1 null FSF1O1 null 
Noor Harwood 12 CLN4U1 AWD4M1 TEJ4M1 SCH4U1 null IDC4U1 null null 
Freya Mclellan 10 ICS2O1 null null CHV2O1 null PAF2OF null PPL2OM 
Anayah Clifford 10 MFM2D1 null CHC2D1 CHV2O1 ICS2O1 PAF2OF null SNC2D1 
Naeem Quintero 9 TGJ1O1 ADA1O1 null null SNC1D1 null FSF1O1 null 
Aroush Sierra 10 ICS2O1 MFM2P1 FSF2D1 GLC2O1 null ADA2O1 null PPL2OM 
